SEXO MASA LONG_ABDO LONG_PALMA CAT_IMC
Hom 66.5 91.3 9.1 Alto
Hom 79 95.6 9.8 Alto
Hom 53.4 72.7 8.9 Medio
Hom 57 80.2 10.6 Medio
Hom 65.3 78.6 9.8 Medio
Hom 65.6 87.2 10.7 Medio
Hom 66.5 82.2 9.7 Medio
Hom 79.5 96.4 9.8 Alto
Hom 58 75.5 10.4 Bajo
Hom 62.1 78.4 10.3 Medio
Hom 63.2 81.2 9.9 Medio
Hom 86.5 99.2 10.4 Alto
Hom 76.8 84.5 10.7 Medio
Hom 90.4 106.8 10.2 Alto
Hom 76.2 92.8 9.8 Alto
Hom 71.8 76.4 9.3 Medio
Hom 66.3 90.3 9.9 Medio
Hom 79.2 93.3 10.5 Alto
Hom 88.1 103.3 11 Alto
Hom 83.8 94.4 11.2 Alto
Hom 70.9 80 10.1 Medio
Hom 76.9 85.5 10.6 Medio
Hom 75.8 87 10.5 Medio
Hom 69.3 83.3 9.7 Medio
Hom 63.4 76.4 10.2 Medio
Hom 66 88.9 10.4 Medio
Hom 56 85 10 Medio
Hom 64.5 87.3 10.7 Medio
Hom 77.9 91.1 10.4 Medio
Hom 54.2 75.9 9.7 Medio
Hom 62.4 83.2 9.5 Medio
Hom 71.6 87.1 11 Medio
Hom 77.3 93.1 11 Medio
Hom 63 72.3 10.2 Medio
Hom 80.8 92.3 9.9 Medio
Hom 66 87.5 9.9 Medio
Hom 67 89 10.8 Medio
Hom 80.1 88.7 10.9 Medio
Hom 80.3 78.9 11.8 Medio
Hom 66 79.9 10.2 Medio
Hom 66.5 79.8 10.1 Medio
Hom 83 96.5 10.4 Medio
Hom 62 81.9 10 Medio
Hom 79 84.6 10.6 Medio
Hom 59 78.3 10.2 Medio
Hom 66 77.5 10.5 Medio
Hom 52 75.4 10.1 Bajo
Hom 58 78.8 9.7 Medio
Hom 83 89.9 10.4 Medio
Hom 65 80.7 9.9 Medio
Hom 69.9 89.5 10.2 Medio
Hom 63 84.3 10.3 Medio
Hom 91.4 102 10.5 Alto
Hom 73.4 91.2 10.4 Medio
Hom 82.2 105.6 10.2 Alto
Hom 79.7 91.2 10.9 Medio
Hom 61.6 80 10.8 Bajo
Hom 72.4 84.4 10.3 Medio
Hom 59.6 79.3 10.1 Medio
Hom 69.6 85 10.6 Medio
Hom 80.9 88.8 10.6 Medio
Hom 59.1 75.3 10.2 Bajo
Hom 70.5 88.2 9.8 Medio
Hom 85 93 10.6 Alto
Hom 74.6 103.8 9.4 Alto
Hom 52.9 68.1 10 Bajo
Hom 63.7 75.8 10.6 Medio
Hom 73 92 9 Alto
Hom 83 94.2 10.4 Alto
Hom 65.3 90.3 9.9 Medio
Hom 77 94.9 10.8 Medio
Hom 74.3 91.1 10.6 Medio
Hom 64.4 85.7 9.9 Medio
Hom 78.3 92.3 11.1 Medio
Hom 67.6 90.3 9.8 Medio
Hom 56.4 80.3 9.8 Medio
Hom 95.1 104.6 10.6 Alto
Hom 73.1 95.3 9.8 Alto
Hom 52.6 75.1 9.6 Bajo
Hom 64.7 79.7 10.9 Medio
Hom 76.8 93.8 10.3 Medio
Hom 75.9 80.9 10.7 Medio
Hom 61.9 75.9 11.4 Medio
Hom 65.8 87.9 10 Medio
Hom 66.6 85.9 10.3 Medio
Hom 74.7 94.4 10.1 Medio
Hom 70.4 90.1 9.9 Medio
Hom 86.6 96.7 11.4 Alto
Hom 76.1 90 9.4 Medio
Hom 67.6 80 11.2 Medio
Hom 85 94 10.7 Medio
Hom 77.6 91.3 11.3 Medio
Hom 72.2 88.5 10 Medio
Hom 86.1 89.5 10 Medio
Hom 54.4 74.7 9.9 Bajo
Hom 82.1 93.3 11.4 Medio
Hom 59.2 73.9 10.2 Medio
Hom 76.2 80.9 10.8 Medio
Hom 80.5 96.1 9.9 Alto
Hom 92 96 10.5 Alto
Hom 60.6 83.6 9.9 Medio
Hom 59.5 79.1 10 Medio
Hom 88.8 99.3 10.4 Alto
Hom 53.4 68.5 10.5 Medio
Hom 70.6 82.6 10.5 Medio
Hom 77 84.1 10.6 Medio
Hom 63.2 78.3 10.3 Medio
Hom 62.9 81.7 9.5 Medio
Hom 62.9 80 10.1 Medio
Hom 60.4 78 10.1 Bajo
Hom 63 77.7 9.7 Medio
Hom 60.4 76.2 9.5 Medio
Hom 53.7 68 10.4 Bajo
Hom 62.9 81 10.2 Medio
Hom 57.1 73.3 10.1 Bajo
Hom 69.4 84.2 10.7 Medio
Hom 52.1 72.4 10.4 Bajo
Hom 59.3 81.3 8.9 Medio
Hom 54.6 80.3 9.1 Medio
Hom 64.2 81 10.1 Medio
Hom 60.1 77.6 9.6 Medio
Hom 83.2 91 11.5 Medio
Hom 63.8 79.5 9.8 Medio
Hom 67.6 87.1 9.2 Medio
Hom 55 77.7 9.2 Medio
Hom 73 91.1 10 Medio
Hom 60.9 88 9 Medio
Hom 71.4 87.2 10.1 Medio
Hom 62.7 83.1 9.5 Medio
Hom 66.4 92.1 9.3 Medio
Hom 69 89.9 10 Medio
Hom 66.3 87.2 9.7 Medio
Hom 62.1 84.7 9.5 Medio
Hom 77.2 89.9 9.5 Medio
Hom 71.7 92 10 Medio
Hom 62.8 79.5 9.5 Medio
Hom 78.9 89.9 10.3 Medio
Hom 57.1 75.5 9.7 Medio
Hom 64.8 87.2 10.3 Medio
Hom 64.9 91.1 9.5 Medio
Hom 81.8 94 10.3 Alto
Hom 79.1 92.5 9.8 Alto
Hom 79.6 95.2 9.2 Alto
Hom 51.3 78.2 9.5 Bajo
Hom 66.4 90 9.2 Alto
Hom 84.8 96.1 11.4 Alto
Hom 67.3 89 9.8 Medio
Hom 65.7 71.6 10.7 Bajo
Hom 79 86 10.1 Medio
Hom 67.7 82.3 9.4 Medio
Hom 57.4 75.6 9.4 Bajo
Hom 57.6 72.8 10.7 Bajo
Hom 60 76.3 9.3 Medio
Hom 64.9 80.4 10 Medio
Hom 61.1 76 9.9 Medio
Hom 61.7 82.5 10 Medio
Hom 58.4 80.8 8.9 Medio
Hom 74 86 9.3 Medio
Hom 56.4 74 9.5 Bajo
Hom 66.2 86.3 9.7 Medio
Hom 61.8 77.7 11.3 Bajo
Hom 53.5 72.4 9.3 Bajo
Hom 70.8 94.1 10.1 Medio
Hom 74.1 89.2 10.2 Medio
Hom 66 81.3 9.8 Medio
Hom 75.6 91.9 9.7 Alto
Hom 63.2 83.4 9.8 Medio
Hom 72.6 88.3 9.6 Medio
Hom 67.5 87.3 10 Medio
Hom 57.5 76 9.2 Medio
Hom 68.8 86.7 9.9 Medio
Hom 75.8 96 9.3 Medio
Hom 58.3 80.1 9.7 Medio
Hom 66.2 85.2 9.8 Medio
Hom 51.9 77.3 9.1 Medio
Hom 62.3 72.6 10.2 Medio
Hom 66.3 84 9.9 Medio
Hom 71.6 88.1 10.1 Medio
Hom 72 92 10 Medio
Hom 65.8 85.7 9.4 Medio
Hom 59.3 83.2 9.4 Medio
Hom 56.3 76.3 10.2 Bajo
Hom 72.5 86.7 9.6 Medio
Hom 62 77.3 9.6 Medio
Hom 76.4 91.5 10.6 Medio
Hom 64.2 78 10.2 Medio
Hom 54.5 80.6 9.4 Bajo
Hom 72.5 94.6 9.2 Alto
Hom 74.8 86.3 10 Medio
Hom 66.3 79 9.4 Medio
Hom 65 87.8 9.5 Medio
Hom 62 73.9 10.6 Medio
Hom 63.5 79.5 10.8 Bajo
Hom 64.4 74.9 9.8 Medio
Hom 72.1 88.3 9.7 Medio
Hom 58.7 79.4 9.3 Medio
Hom 68.9 86.8 9.9 Medio
Hom 52.4 73.5 9.4 Bajo
Hom 60.3 80.3 10.2 Medio
Hom 61.8 87.3 9.2 Medio
Hom 65.6 78.1 10.4 Medio
Hom 59.8 77.2 10.1 Medio
Hom 60.1 76.8 11.2 Bajo
Hom 58.3 74.5 9.3 Bajo
Hom 50.7 72.7 9 Bajo
Hom 52.3 73.4 10.3 Bajo
Hom 65.3 81.5 9.7 Medio
Hom 63.8 78.9 10.1 Bajo
Hom 54.3 74.1 9.8 Bajo
Hom 58.9 80.4 9 Medio
Hom 46 67.3 9.1 Bajo
Hom 53.7 67.3 9.4 Bajo
Hom 64.1 82 9.7 Medio
Hom 51.6 70 9.8 Bajo
Hom 57.3 71.8 9.2 Bajo
Hom 72.5 86.1 10.2 Medio
Hom 55.1 74.9 9.1 Medio
Hom 63.7 82.7 9.3 Medio
Hom 55.8 69.1 9.4 Bajo
Hom 51.4 69.1 9.4 Bajo
Hom 70.8 79 10.2 Medio
Hom 60.5 72 9.9 Medio
Hom 76.1 94.7 10 Medio
Hom 59.7 78.3 10.4 Bajo
Hom 69.8 90.6 9.8 Medio
Hom 70 92.2 9.3 Medio
Hom 81 91.3 10.1 Medio
Hom 83.8 93.1 9.8 Medio
Hom 71.4 82.2 11 Medio
Hom 59.4 84.9 8.9 Medio
Hom 52.9 81.9 9.8 Bajo
Hom 81 97.3 9.5 Alto
Hom 79.1 80.5 10 Medio
Hom 61.8 90 9.8 Medio
Hom 60.8 75.4 9 Medio
Hom 67.3 88.6 9.9 Medio
Hom 60.7 79.8 9.1 Medio
Hom 62 77.1 10.3 Medio
Hom 62.4 82 9.9 Medio
Hom 71.2 87.2 10.5 Medio
Hom 61.4 79.6 9.8 Medio
Hom 70 80.9 9.2 Medio
Hom 59.1 75.3 10.1 Bajo
Hom 69.6 87.1 10 Medio
Hom 75.5 85 9.9 Medio
Hom 75.9 88.4 10.5 Medio
Hom 76.1 92.4 9.7 Alto
Hom 73.1 86.4 10.2 Medio
Hom 57.7 75.5 9.8 Bajo
Hom 65.8 83.3 9.8 Medio
Hom 69.6 93.1 10.2 Medio
Hom 62.1 76.7 10.3 Medio
Hom 80.7 95.1 10.5 Alto
Hom 70.8 91.8 9.9 Medio
Hom 68 79.4 10.1 Medio
Hom 77.7 89.6 10.3 Medio
Hom 64.4 95.3 9.4 Medio
Hom 89.2 107.3 10.5 Medio
Hom 59.8 77.7 9.5 Medio
Hom 79.9 91.6 10 Medio
Hom 89.5 99.9 10.6 Alto
Hom 73 90.5 9.5 Medio
Hom 75 90.2 10.6 Medio
Hom 71.3 84.4 9.9 Medio
Hom 58.2 74.7 10.1 Bajo
Hom 67.3 92.5 9.7 Medio
Hom 70.4 85.3 10.1 Medio
Hom 79.7 94.3 11.1 Medio
Hom 76.1 85.7 11.5 Medio
Hom 70 89.2 10.4 Medio
Hom 55.7 76.3 9.8 Bajo
Hom 74.3 92.1 10.3 Medio
Hom 79.2 90.7 10.5 Medio
Hom 52.1 80.1 9.7 Medio
Hom 66 86.7 10.2 Medio
Hom 60.4 75.5 10.5 Bajo
Hom 86.7 95 11.5 Alto
Hom 71.7 92.9 10.1 Medio
Hom 78.2 95.1 10.5 Medio
Hom 70 78.9 11.1 Medio
Hom 59.2 78.5 10.9 Bajo
Hom 67 84.8 10.1 Medio
Hom 72.6 87.7 10.1 Medio
Hom 71.5 94.2 10.3 Medio
Hom 66.5 75.9 9.9 Medio
Hom 90.8 102.5 11.1 Alto
Hom 58.3 67.4 10.6 Bajo
Hom 77 91.1 10.5 Medio
Hom 66 88 9.6 Medio
Hom 70.1 78.3 10.5 Medio
Hom 62.5 78.1 10.1 Medio
Hom 78.2 90.6 9.6 Medio
Hom 94.6 99.5 11.1 Alto
Hom 65.5 82.2 9.5 Medio
Hom 74.5 96.1 9.7 Alto
Hom 79.9 93.6 9.9 Medio
Hom 80.7 96.6 10.5 Medio
Hom 65.9 83.1 10 Medio
Hom 61.9 83.6 9.2 Medio
Hom 81.8 95 9.8 Alto
Hom 66.2 84.2 9.7 Medio
Hom 72 79.5 9.9 Medio
Hom 75.2 84.3 10.5 Medio
Hom 73.7 86.7 10.4 Medio
Hom 63.3 80.6 10.9 Bajo
Hom 66 96.4 8.7 Alto
Hom 79.5 94.7 10.4 Alto
Hom 65 82.6 9.7 Medio
Hom 72.9 90.3 9.1 Medio
Hom 58.6 76.6 10.1 Bajo
Hom 79.2 94.1 10.1 Alto
Hom 71.5 78.4 11.1 Medio
Hom 71.7 93.2 10.1 Medio
Hom 78.1 94.2 10.5 Medio
Hom 70.3 86.4 10.5 Medio
Hom 63.4 79.2 10 Medio
Hom 76.8 93.1 10.6 Medio
Hom 87.1 96 11 Alto
Hom 77.9 94.5 10.6 Medio
Hom 74.7 97.9 10 Medio
Hom 76.8 93.4 11.1 Medio
Hom 67.8 81.6 10.1 Medio
Hom 68.4 87.6 10.5 Medio
Hom 70 76.7 10.2 Medio
Hom 75.5 97.1 10.4 Medio
Hom 80.6 95.4 9.6 Alto
Hom 60.5 77.8 10.1 Medio
Hom 80.1 87.3 10.6 Medio
Hom 68.9 89.5 9.6 Medio
Hom 74.8 86.8 10.6 Medio
Hom 59.7 74.7 9.4 Medio
Hom 78.3 91.8 10.1 Medio
Hom 73.5 91.8 10.1 Medio
Hom 82.2 93.5 10.9 Medio
Hom 71.6 88.2 9.4 Medio
Hom 81.5 94.9 10.1 Alto
Hom 103.3 117.1 9.8 Alto
Hom 77.8 93.5 9.1 Alto
Hom 77.6 93.6 10.5 Medio
Hom 92 98.5 10 Alto
Hom 85.6 96.2 10.2 Alto
Hom 68.3 89.5 10.1 Medio
Hom 77.2 91.7 10.6 Medio
Hom 87.6 96.1 10.5 Alto
Hom 73.4 94.2 9.7 Medio
Hom 70.4 92.4 9.7 Medio
Hom 70.2 97.2 9.2 Alto
Hom 87.4 99 11 Alto
Hom 66.7 86.7 11.5 Medio
Hom 89.5 96.9 10.9 Alto
Hom 75.8 95.6 9.8 Alto
Hom 92.1 95.5 10.6 Alto
Hom 77.9 86.8 10.4 Medio
Hom 66 85.3 10.2 Medio
Hom 101.8 108.6 9.8 Alto
Hom 98.2 102.2 10.3 Alto
Hom 61.5 86 10.1 Medio
Hom 84 100.7 9.2 Alto
Hom 81.6 87.7 10.5 Medio
Hom 73.5 89.3 9.7 Medio
Hom 69.7 90.7 10.4 Medio
Hom 71.3 83.6 10.2 Medio
Hom 65.8 86.4 9.9 Medio
Hom 53.4 80.4 8.9 Bajo
Hom 65.5 79.1 10.6 Medio
Hom 82.5 93.3 10.2 Medio
Hom 70.4 82.3 10.1 Medio
Hom 74.4 91.1 10.3 Medio
Hom 76.4 102 9.9 Medio
Hom 63.8 78.9 10.1 Medio
Hom 67.5 87 10.7 Medio
Hom 61.3 77 10.2 Medio
Hom 73.8 89.2 10.7 Medio
Hom 60.5 78.7 10.9 Bajo
Hom 82.6 93.3 11.2 Medio
Hom 75.5 89.3 10.2 Medio
Hom 79.5 102.3 9.7 Alto
Hom 84.5 97.3 10.6 Medio
Hom 63.7 76.3 10 Medio
Hom 69.3 93.2 10.4 Medio
Hom 82.6 98.4 9.4 Alto
Hom 72.2 98.2 9.6 Alto
Hom 80.1 94.5 10.5 Medio
Hom 60.4 82.6 9.8 Medio
Hom 70 89.2 11 Medio
Hom 68.5 88.3 9.2 Medio
Hom 76.2 89.6 10.5 Medio
Hom 66.9 82.6 9.9 Medio
Hom 56.5 72.4 10.4 Medio
Hom 70.1 83.2 10.5 Medio
Hom 80.7 91.9 10.5 Medio
Hom 74.2 89.1 9.9 Medio
Hom 82.6 94.7 10 Medio
Hom 72.9 85.1 9.8 Medio
Hom 73.4 93.6 10.6 Medio
Hom 70.4 79.5 10.9 Medio
Hom 75.9 88 9.8 Medio
Hom 53 76.2 10.2 Bajo
Hom 79.2 93.3 9.6 Medio
Hom 77.3 84.5 10.6 Medio
Hom 72.6 81.7 9.6 Medio
Hom 56.1 80.1 9 Medio
Hom 71.1 89.4 10 Medio
Hom 67.2 94 10 Medio
Hom 69.9 90.8 10.5 Medio
Hom 60.8 77.9 9.3 Medio
Hom 65.5 85.6 10.3 Medio
Hom 63.8 81.3 10.4 Medio
Hom 85.5 100.4 10.8 Alto
Hom 75.1 86 10.2 Medio
Hom 73.9 92 9.8 Medio
Hom 68.5 89.1 9.9 Medio
Hom 80.9 98.2 9.5 Alto
Hom 89.6 102.1 10.3 Alto
Hom 75.8 85.6 10.3 Medio
Hom 59.6 76.4 9 Medio
Hom 69.8 85.4 9 Medio
Hom 73.6 83.3 11.1 Medio
Hom 62.8 85.9 9.6 Medio
Hom 65.5 81.9 9.5 Medio
Hom 90.6 92.1 10.6 Medio
Hom 66.9 88 10 Medio
Hom 103.4 110.4 11.5 Alto
Hom 80.8 93.3 10 Medio
Hom 67.5 82.3 10.3 Medio
Hom 68.9 77.5 9.8 Medio
Hom 81 88.2 11.2 Medio
Hom 75.4 86.8 10.5 Medio
Hom 71.4 88.3 10.2 Medio
Hom 62.3 78.5 10.2 Medio
Hom 84.8 82.6 10.6 Medio
Hom 62.6 78 10.3 Medio
Hom 67.1 92.9 9.9 Medio
Hom 81.7 90 11 Alto
Hom 59.1 78.1 10.4 Medio
Hom 71.4 94.4 9.8 Medio
Hom 75.6 88.6 9.6 Medio
Hom 59.7 72.3 10.1 Medio
Hom 70.5 92 10.3 Medio
Hom 54 70.7 9.3 Bajo
Hom 82.4 98 10.3 Medio
Hom 76.7 88.4 10.1 Medio
Hom 50.3 69.7 9.7 Bajo
Hom 83.9 88.1 10.6 Medio
Hom 64.9 87 10 Medio
Hom 66.1 84.3 10 Medio
Hom 52.8 66.5 9.7 Bajo
Hom 59 70.1 10.3 Bajo
Hom 51.4 69.6 9.8 Bajo
Hom 84.5 97.3 10.7 Alto
Hom 64.9 70.9 10.9 Bajo
Hom 70.2 87.3 10.5 Medio
Hom 75.7 93.1 10.3 Medio
Hom 73.5 91.4 10 Medio
Hom 69.8 78.3 10.1 Medio
Hom 62 72.5 10.8 Bajo
Hom 81.1 94.4 10.6 Medio
Hom 60.1 90.3 10.1 Medio
Hom 79 91.7 10.1 Medio
Hom 92.3 107 10.9 Alto
Hom 56.5 70.1 10 Bajo
Hom 68.9 79.8 10.3 Medio
Hom 58.9 69.2 10.8 Bajo
Hom 108.7 113.2 10.6 Alto
Hom 71 97.6 10.1 Medio
Hom 58.8 80.4 9.9 Medio
Hom 82 95.9 10.4 Alto
Hom 68.7 92.2 9.2 Medio
Hom 76.6 79.1 10.2 Medio
Hom 70.5 78.3 10.5 Medio
Hom 69 96 9.9 Medio
Hom 65.9 81.5 9.7 Medio
Hom 76.1 89.7 10.3 Medio
Hom 80.3 93 10.8 Medio
Hom 96.9 102.6 11.2 Alto
Hom 78.8 93.3 10.3 Alto
Hom 71 92.5 10.7 Medio
Hom 62.4 71.4 10 Bajo
Hom 66.2 87.9 10 Medio
Hom 70.4 78.7 10.8 Medio
Hom 51.6 81.5 9.2 Medio
Hom 73.6 84.3 10.5 Medio
Hom 72.6 87.3 11.5 Medio
Hom 89.3 97.6 9.6 Alto
Hom 80.3 88.3 10.3 Medio
Hom 86.5 93.4 11 Alto
Hom 75.2 89.8 9.8 Medio
Hom 54.9 73.8 10.5 Bajo
Hom 53.6 70 9.4 Bajo
Hom 65.7 84.8 9.1 Medio
Hom 68.5 85.3 9.9 Medio
Hom 81.9 92.4 10 Alto
Hom 54.5 70.3 9.9 Bajo
Hom 90.9 99.7 9.9 Alto
Hom 70.2 82.3 10.5 Medio
Hom 67.1 78.6 10.2 Medio
Hom 88.6 95.7 10.1 Alto
Hom 53.6 67.4 10.6 Bajo
Hom 61.4 74.3 10.9 Bajo
Hom 56.5 71.5 9.2 Medio
Hom 62.6 75.7 10.2 Bajo
Hom 69.7 80.5 10.4 Medio
Hom 50.7 72.5 9.5 Bajo
Hom 51.4 73.9 10.3 Bajo
Hom 71.3 83.1 10.9 Medio
Hom 73.6 78.3 11.4 Medio
Hom 64.9 76.1 10.7 Medio
Hom 78.7 86.3 10.2 Medio
Hom 48.8 66.2 10.9 Bajo
Hom 66.6 76.6 10.6 Medio
Hom 68.1 88.5 10.1 Medio
Hom 67 81.5 9.2 Medio
Hom 71.2 82.4 9.9 Medio
Hom 69 74.3 10.5 Medio
Hom 74.5 84.4 10.6 Medio
Hom 64.1 79 10.1 Medio
Hom 66.7 81 11.1 Medio
Hom 76.2 82.4 10.3 Medio
Hom 70.7 90.4 10.6 Medio
Hom 53.8 71.6 9.5 Medio
Hom 60.8 74.6 10.2 Medio
Hom 77.9 81.2 10.8 Medio
Hom 74.4 79 11.4 Medio
Hom 62.6 73.9 10.1 Medio
Hom 55.6 73.1 10.4 Bajo
Hom 58 72.6 10.5 Bajo
Hom 68.2 82 10.3 Medio
Hom 48.7 69.8 9.5 Bajo
Hom 66 90.3 10 Medio
Hom 55.7 74.2 9.7 Bajo
Hom 64 79.2 10.5 Medio
Hom 71.6 82 10.6 Medio
Hom 71.7 79.8 10.6 Medio
Hom 67.2 85 10.5 Medio
Hom 56.7 76.3 10.4 Medio
Hom 52 71.6 9.6 Bajo
Hom 79.6 86.4 10.6 Alto
Hom 52.5 71.4 9.1 Bajo
Hom 62.7 77.5 9.6 Medio
Hom 66.7 76.2 9.9 Medio
Hom 71.2 91.4 9.6 Medio
Hom 81.3 90.3 10.8 Alto
Hom 52.6 69.6 9.9 Bajo
Hom 75.1 88.3 10.4 Medio
Hom 79.8 96.8 10.5 Medio
Hom 63 77.6 10.6 Medio
Hom 69.6 81.5 9.4 Medio
Hom 68 78.5 10.7 Medio
Hom 64.7 83.5 9.8 Medio
Hom 52.4 75.7 10 Medio
Hom 75 88.1 10 Medio
Hom 74.6 89.3 10.2 Medio
Hom 69.3 86.4 10.4 Medio
Hom 64.4 82.2 10.4 Medio
Hom 82.3 104 11.1 Alto
Hom 80.2 86.2 10.6 Medio
Hom 59.1 77.2 9.6 Medio
Hom 70.3 76.9 10.9 Medio
Hom 69.7 86.9 9.8 Medio
Hom 51 72 9 Medio
Hom 71.1 81.9 10 Medio
Hom 46.4 68.4 9.5 Bajo
Hom 59.2 77.5 9.9 Medio
Hom 54.8 69.5 9.6 Bajo
Hom 61.5 74.6 10 Medio
Hom 62.8 84.2 10 Medio
Hom 69.2 87 10 Medio
Hom 54.9 67.1 10 Bajo
Hom 61 83.4 10.3 Medio
Hom 46.6 67.3 9 Bajo
Hom 51.6 71.8 10.5 Bajo
Hom 63.5 80.5 9.5 Medio
Hom 68.2 90.5 10.8 Medio
Hom 78.1 92.5 10 Medio
Hom 63.6 88.5 10 Medio
Hom 64.5 77.5 10.4 Medio
Hom 61.1 72 11.5 Bajo
Hom 60.1 82.3 10.3 Medio
Hom 66.2 78.7 10.9 Medio
Hom 65.1 81 10.6 Medio
Hom 71.7 76.7 10.6 Medio
Hom 63.9 75.6 10.4 Medio
Hom 58 70.2 10.1 Bajo
Hom 59 80.5 10 Medio
Hom 68.7 81.5 9.7 Medio
Hom 65.4 77.2 10 Medio
Hom 73.5 83.9 10.5 Medio
Hom 54.4 77.1 10.3 Medio
Hom 55.7 82 9 Medio
Hom 74.8 85.2 10.9 Medio
Hom 61.3 84.6 9.6 Medio
Hom 62.4 75.4 11.1 Bajo
Hom 59.9 70.3 10.2 Medio
Hom 59 81.4 9.9 Medio
Hom 59.8 81.6 9.8 Medio
Hom 69.6 82.7 9.8 Medio
Hom 56.4 74.9 10.4 Bajo
Hom 64.1 82.4 10.1 Medio
Hom 71.8 91.1 9.2 Alto
Muj 86.2 99.6 10.5 Alto
Muj 53.4 72.5 9 Medio
Muj 70.8 90.3 8.7 Alto
Muj 63.7 75.9 10.1 Medio
Muj 67.7 77.9 9 Alto
Muj 71.9 86.1 9.1 Alto
Muj 66.6 86.2 9.1 Alto
Muj 72.6 92 9 Alto
Muj 76.7 88.9 9.2 Alto
Muj 74.9 86.6 9 Alto
Muj 70.7 86.8 9 Alto
Muj 69.2 86.2 9 Alto
Muj 63.4 71.2 9 Medio
Muj 71.6 74.6 9.8 Medio
Muj 67.9 76.7 10.4 Medio
Muj 54.4 76.6 10.2 Bajo
Muj 93.6 96.8 9.8 Alto
Muj 59.2 77 9.3 Medio
Muj 68.6 81.5 9 Alto
Muj 61.8 70.7 9.6 Medio
Muj 76.9 84 9 Alto
Muj 67 73.8 9.2 Medio
Muj 59.9 77 9.4 Medio
Muj 51.1 67.8 8.7 Medio
Muj 58.5 65.7 10.1 Medio
Muj 46.9 66.4 8.2 Bajo
Muj 56.2 71.6 8.5 Medio
Muj 69.3 89 9.4 Alto
Muj 67.5 82.7 9.1 Medio
Muj 59 73.8 9.3 Medio
Muj 51.1 69.1 9.1 Bajo
Muj 51.6 70.3 9.1 Medio
Muj 59.7 72.9 9.5 Medio
Muj 50.5 69.2 9.4 Bajo
Muj 70.4 86.7 9.5 Alto
Muj 42.7 62.8 8.3 Bajo
Muj 51.1 67.3 9 Medio
Muj 48.7 74.2 9 Bajo
Muj 59.7 69.2 9 Medio
Muj 45.3 61.7 8.9 Bajo
Muj 51.4 67.2 9.5 Bajo
Muj 50.4 68.4 9 Bajo
Muj 59 75.3 9.4 Medio
Muj 45 66.2 8.6 Bajo
Muj 45.7 67.3 9 Bajo
Muj 59.6 68.1 9.6 Medio
Muj 55.5 70 9.4 Medio
Muj 56.7 69.5 9.4 Medio
Muj 49.1 64.7 9.5 Bajo
Muj 57.7 75.5 9.6 Medio
Muj 66.4 83.6 9.2 Medio
Muj 46.8 62.6 8.9 Bajo
Muj 83 93.1 9.3 Alto
Muj 46.9 66.1 9 Bajo
Muj 60.5 78.8 9.9 Medio
Muj 61.7 80.1 10 Medio
Muj 54.7 69.3 9.1 Medio
Muj 71.1 79.4 10 Medio
Muj 61.6 77 9.8 Medio
Muj 54.7 64.9 9.7 Medio
Muj 44.1 66.6 8.5 Bajo
Muj 83.5 92.5 9.8 Alto
Muj 57.4 70.9 9.6 Medio
Muj 54 69.6 9.5 Medio
Muj 43.8 61.6 9.4 Bajo
Muj 59.7 78.9 9.9 Medio
Muj 48.3 68.8 8.8 Bajo
Muj 56.7 70.7 8.7 Medio
Muj 54.9 69.2 9.1 Medio
Muj 55.6 72.9 9.6 Medio
Muj 58.7 68.7 9.4 Medio
Muj 57.8 74.3 9.6 Medio
Muj 52.3 70.4 9.4 Medio
Muj 65.9 85.1 10 Medio
Muj 72.1 89.9 9.9 Alto
Muj 57.8 70 9.9 Bajo
Muj 53.8 67 9.5 Medio
Muj 61 80.1 9.7 Medio
Muj 43.9 59.6 9 Bajo
Muj 57.9 72 9.1 Medio
Muj 86.1 93.4 10.2 Alto
Muj 59.6 82 10 Medio
Muj 70.4 83.8 10.7 Medio
Muj 69.1 80.1 9.9 Medio
Muj 62.2 78.2 10.3 Medio
Muj 66.8 83.6 9.8 Medio
Muj 79 87.3 10 Alto
Muj 62.6 74.5 9.9 Medio
Muj 62.7 86.5 9.3 Medio
Muj 64.6 81.8 10 Medio
Muj 75.1 86 10 Alto
Muj 46.4 65.9 9.2 Bajo
Muj 81.4 98.6 9.8 Alto
Muj 50.4 66.3 9.5 Bajo
Muj 55.7 70 9.8 Bajo
Muj 56.3 76.6 10.4 Medio
Muj 66 82.5 9.1 Medio
Muj 48.9 72.9 8.8 Medio
Muj 58.8 75.7 9.2 Medio
Muj 59.5 80.6 10.1 Medio
Muj 83.9 87.5 9.9 Alto
Muj 71.8 79.5 10.1 Medio
Muj 76.1 79.6 9.5 Alto
Muj 55.3 71.8 9.4 Medio
Muj 67.7 84 10 Alto
Muj 61.1 82.4 9.2 Medio
Muj 82 94.5 10.1 Alto
Muj 61.1 78.5 10.1 Medio
Muj 55.3 76 9.1 Medio
Muj 57.2 83.9 8.5 Medio
Muj 62.9 81.3 10 Medio
Muj 65.4 90.3 9 Medio
Muj 60.3 69.9 10.1 Medio
Muj 85.7 104.5 9.5 Alto
Muj 50.7 73.8 9.1 Medio
Muj 58.3 78.3 10.2 Medio
Muj 59.2 77.2 9.8 Medio
Muj 54.3 70.3 9.9 Medio
Muj 68.9 82.4 9.3 Medio
Muj 56.4 72.4 9.6 Medio
Muj 54.6 65.5 10.6 Bajo
Muj 63.7 82.4 10 Medio
